TIME     PID     COMM             AGE(s)  FILE
07:49:00 358251  kubectl          0.00    93fbed1731074c4bb0299b86cbc036e8
07:49:00 358293  kubectl          1.49    e278d67b5dc3dd4430d69d742fb144b9
07:49:00 358293  kubectl          1.49    e278d67b5dc3dd4430d69d742fb144b9
07:49:00 358293  kubectl          0.01    e278d67b5dc3dd4430d69d742fb144b9
07:49:00 358293  kubectl          0.01    e278d67b5dc3dd4430d69d742fb144b9
07:49:00 358293  kubectl          0.01    e278d67b5dc3dd4430d69d742fb144b9
07:49:00 358293  kubectl          0.01    e278d67b5dc3dd4430d69d742fb144b9
07:49:00 358340  rm               0.18    cloud_config
07:49:00 358340  rm               0.18    cloud_config
07:49:00 358340  rm               0.18    download-cloud-config.md5
07:49:00 358340  rm               0.18    download-cloud-config.md5
07:49:00 358322  kubectl          0.18    93fbed1731074c4bb0299b86cbc036e8
07:49:00 358322  kubectl          0.18    93fbed1731074c4bb0299b86cbc036e8
07:49:00 358322  kubectl          0.00    93fbed1731074c4bb0299b86cbc036e8
07:49:00 358322  kubectl          0.00    93fbed1731074c4bb0299b86cbc036e8
07:49:00 358341  kubectl          0.14    e278d67b5dc3dd4430d69d742fb144b9
07:49:00 358341  kubectl          0.14    e278d67b5dc3dd4430d69d742fb144b9
07:49:00 358322  kubectl          0.00    93fbed1731074c4bb0299b86cbc036e8
07:49:00 358322  kubectl          0.00    93fbed1731074c4bb0299b86cbc036e8
07:49:00 358322  kubectl          0.00    93fbed1731074c4bb0299b86cbc036e8
07:49:00 358322  kubectl          0.00    93fbed1731074c4bb0299b86cbc036e8
07:49:00 358341  kubectl          0.01    e278d67b5dc3dd4430d69d742fb144b9
07:49:00 358341  kubectl          0.01    e278d67b5dc3dd4430d69d742fb144b9
07:49:00 358341  kubectl          0.00    e278d67b5dc3dd4430d69d742fb144b9
07:49:00 358341  kubectl          0.01    e278d67b5dc3dd4430d69d742fb144b9
07:49:00 166042  systemd-journal  0.71    8:1587556
07:49:00 358363  kubectl          0.16    e278d67b5dc3dd4430d69d742fb144b9
07:49:00 358363  kubectl          0.16    e278d67b5dc3dd4430d69d742fb144b9
